THEME,TITLE,ARTIST,YEAR,SPOTIFY_URL
Heartbreak,The_One_I_Love,REM,1987,http://open.spotify.com/track/3k5BXtsudQFynAlzYIzCgF
Heartbreak,Youâ€™ve_Lost_That_Lovinâ€™_Feelinâ€™,The_Righteous_Brothers,1964,http://open.spotify.com/track/4Y7jrcaXsSFyf5g4YLcAaB
Heartbreak,Stupid_Girl,The_Rolling_Stones,1966,http://open.spotify.com/track/1jlF5p7TTVhT1pvk1jdxZz
Heartbreak,Under_My_Thumb,The_Rolling_Stones,1966,http://open.spotify.com/track/4H5hI3u6LmIRlXnWR89opX
Heartbreak,(The_Best_Part_of)_Breakinâ€™_Up,The_Ronettes,1964,
Heartbreak,What_Becomes_of_the_Broken_Hearted,Jimmy_Ruffin,1966,http://open.spotify.com/track/019nGMMof2yYp0zIdnbxSV
Heartbreak,A_Little_Lost,Arthur_Russell,1994,
Heartbreak,Nobody_Does_it_Better,Carly_Simon,1977,http://open.spotify.com/track/240vi0Gt8ZOdPwC1PbzfUJ
Heartbreak,Youâ€™re_So_Vain,Carly_Simon,1972,http://open.spotify.com/track/46aRTYYXkN8ok6fnv9ljvr
Heartbreak,50_Ways_to_Leave_Your_Lover,Paul_Simon,1975,http://open.spotify.com/track/2VrS8weZmIHO4LtRQibMvJ
Heartbreak,Only_the_Lonely,Frank_Sinatra,1958,http://open.spotify.com/track/3il33mhbtAFCpdBNvNyymr
Heartbreak,All_Or_Nothing,The_Small_Faces,1966,http://open.spotify.com/track/3NkE5aI8aPPnoG8w2xBwNF
Heartbreak,I_Know_Itâ€™s_Over,The_Smiths,1986,
Heartbreak,Please__Please__Please_Let_Me_Get_What_I_Want,The_Smiths,1984,
Heartbreak,Left_Only_With_Love,Smog,1998,
Heartbreak,Broken_Heart,Spiritualized,1997,
Heartbreak,I_Just_Donâ€™t_Know_What_to_Do_With_Myself,Dusty_Springfield,1964,http://open.spotify.com/track/4qrEIcw64kbDgSK5QRkkAC
Heartbreak,You_Donâ€™t_Have_to_Say_You_Love_Me,Dusty_Springfield,1966,http://open.spotify.com/track/2djMjbwwD6aeN029drEul0
Heartbreak,Maggie_May,Rod_Stewart,1971,http://open.spotify.com/track/5bnmFqpNi0JsOUQgQaGtzC
Heartbreak,Dry_Your_Eyes,The_Streets,2004,http://open.spotify.com/track/1DlCpos9Lj8pK6cYMRjipp
Heartbreak,Last_Nite,The_Strokes,2001,http://open.spotify.com/track/7kzKAuUzOITUauHAhoMoxA
Heartbreak,Where_Did_Our_Love_Go?,The_Supremes,1964,http://open.spotify.com/track/6yz8hKpO3s2byra8Et3w9x
Heartbreak,You_Keep_Me_Hanginâ€™_On,The_Supremes,1966,http://open.spotify.com/track/6tLPgXlqugmn2XfNnmGoVp
Heartbreak,(My_Heart_Is)_Closed_for_the_Season__,Bettye_Swann,1968,http://open.spotify.com/track/6AS7rbXQIE2cSCtNXg3RPm
Heartbreak,Back_for_Good,Take_That,1995,http://open.spotify.com/track/1cnoj3gWltCrWBZ77jZtmj
Heartbreak,No_Scrubs,TLC,1999,http://open.spotify.com/track/5iJUGd5boRXsCmW00B3Mtq
Heartbreak,With_Or_Without_You,U2,1987,http://open.spotify.com/track/2JZfTvWWtpaE8NohqRXqFr
Heartbreak,Give_Me_the_Reason,Luther_Vandross,1986,http://open.spotify.com/track/54yoy5MG6SVPB5wdneXAW7
Heartbreak,Femme_Fatale,The_Velvet_Underground_and_Nico,1967,http://open.spotify.com/track/63uM3G418omzGOIT9ltPmt
Heartbreak,Rubyâ€™s_Arms,Tom_Waits,1980,http://open.spotify.com/track/0YUvSNoGzYp67QjLOmzVnW
Heartbreak,Make_it_Easy_on_Yourself,The_Walker_Brothers,1965,http://open.spotify.com/track/5RT0MynLRywe8D3UHJ4UNG
Heartbreak,Walk_on_By,Dionne_Warwick,1964,http://open.spotify.com/track/6xS9VDmREYFio4BNGFImjc
Heartbreak,Gold_Digger,Kanye_West,2005,http://open.spotify.com/track/5sSxgpqqZEAdwfRYVze4fU
Heartbreak,Say_You_Will_,Kanye_West,2008,http://open.spotify.com/track/57wUNWELIZOReROLzol83e
Heartbreak,Substitute,The_Who,1966,http://open.spotify.com/track/6AtYt0gDIi6I38fOfkV31y
Heartbreak,Cold__Cold_Heart,Hank_Williams,1951,http://open.spotify.com/track/56KLeNPhvXXyXGQ9TEYDCC
Heartbreak,No_Regrets,Robbie_Williams,1998,http://open.spotify.com/track/2h4Lh23FF8OQ8uGBnOdepy
Heartbreak,Stronger_Than_Me,Amy_Winehouse,2003,http://open.spotify.com/track/5Q8nk53ZSOoCCoMHcyUj8X
Heartbreak,You_Know_Iâ€™m_No_Good,Amy_Winehouse,2006,http://open.spotify.com/track/0u8ekDfiPVBsju2LBLvDvI
Heartbreak,Ainâ€™t_No_Sunshine,Bill_Withers,1971,http://open.spotify.com/track/7u9s9Kn0J9U69J0qQV3E5M
Heartbreak,Use_Me,Bill_Withers,1972,http://open.spotify.com/track/7bIC3bWre8rInwCizxLMPQ
Heartbreak,D-I-V-O-R-C-E,Tammy_Wynette,1968,
Heartbreak,A_Man_Needs_a_Maid,Neil_Young,1972,http://open.spotify.com/track/09EdAJXci83YhVYUaZtLOw
People_and_places,New_York__New_York,Ryan_Adams,2001,http://open.spotify.com/track/6n0uVCp7GKgS0N7yCiIjYG
People_and_places,Lake_Shore_Drive,Aliotta_Haynes_Jeremiah,1971,
People_and_places,Iâ€™ve_Got_to_Go_Back_Home,Bob_Andy,1966,
People_and_places,We_Gotta_Get_Out_of_This_Place,The_Animals,1965,http://open.spotify.com/track/385Z5UTDZvJMvhOAiURcHY
People_and_places,A_Certain_Romance,Arctic_Monkeys,2006,http://open.spotify.com/track/1sW0hSskhK2o3okrBoNd57
People_and_places,Chicago,Roy_Ayers,1983,http://open.spotify.com/track/6mWaJR3Wz8XcujkKd48oy6
People_and_places,Fun__Fun__Fun,The_Beach_Boys,1964,http://open.spotify.com/track/0kRivH04RZLdKhD5wX1h1D
People_and_places,Eleanor_Rigby,The_Beatles,1966,
People_and_places,Doctor_Robert,The_Beatles,1966,
People_and_places,Drive_My_Car,The_Beatles,1965,
People_and_places,Penny_Lane,The_Beatles,1967,
People_and_places,Sheâ€™s_Leaving_Home,The_Beatles,1967,
People_and_places,Strawberry_Fields_Forever,The_Beatles,1967,
People_and_places,I_Left_My_Heart_in_San_Francisco,Tony_Bennett,1962,http://open.spotify.com/track/6T4wzk2iyRcdmEQUcqk1s8
People_and_places,Memphis__Tennessee,Chuck_Berry,1959,http://open.spotify.com/track/289AKX6diQ7eCcvJLb5pC3
People_and_places,No_Particular_Place_to_Go,Chuck_Berry,1964,http://open.spotify.com/track/0ibuBDbT4tKNA1ugKK92AI
People_and_places,Johnny_B_Goode,Chuck_Berry,1958,http://open.spotify.com/track/78gvEiVlnMd1f5adOHjJxP
People_and_places,Tribute_to_Buddy_Holly,Mike_Berry_and_the_Outlaws,1961,
People_and_places,Jerusalem,William_Blake__Charles_Hubert_and_Hastings_Parry,1916,
People_and_places,Ainâ€™t_No_Love_in_the_Heart_of_the_City,Bobby_Bland,1974,
People_and_places,Hernandoâ€™s_Hideaway,Archie_Bleyer,1954,http://open.spotify.com/track/5l14z1uDc6xwMohyYuhOfM
People_and_places,For_Tomorrow,Blur,1993,http://open.spotify.com/track/6j8paOITkZ5Ybrg5osqeVk
People_and_places,Life_On_Mars?,David_Bowie,1971,http://open.spotify.com/track/1EdKQ7nYYmMEsrcehcHf4Q
People_and_places,Space_Oddity,David_Bowie,1969,http://open.spotify.com/track/7IBfmCrfaR3SLVemWhsucQ
People_and_places,Nights_in_New_York_City,Jan_Bradley,1968,
People_and_places,Levi_Stubbsâ€™_Tears,Billy_Bragg,1986,
People_and_places,Rocket_88,Jackie_Brenston_and_His_Delta_Cats,1951,http://open.spotify.com/track/2D4CW43Ewl0UZvrn9E2bo3
People_and_places,Blackwater_Side,Anne_Briggs,1971,
People_and_places,Smalltown_Boy,Bronski_Beat,1984,http://open.spotify.com/track/1nz1xzqPN4xYZtR4zgiLxt
People_and_places,Eight_Miles_High,The_Byrds,1966,http://open.spotify.com/track/3M2vp32P9xXHsVRcva9G5c
People_and_places,Galveston,Glen_Campbell,1969,http://open.spotify.com/track/7GCNh1ibQiae8aimaEUOFq
People_and_places,Minnie_the_Moocher,Cab_Calloway,1931,http://open.spotify.com/track/1Ns0szGnyIV7BLkWsrkdVu
People_and_places,Drive,The_Cars,1984,http://open.spotify.com/track/2KjYhaRlB5NtCJ0JotvJhZ
People_and_places,Scarborough_Fair,Martin_Carthy,1965,
People_and_places,Iâ€™m_Free_From_the_Chain_Gang_Now,Johnny_Cash,2006,http://open.spotify.com/track/52HE6vtu3RydAcSDK3YuuN
People_and_places,Folsom_Prison_Blues,Johnny_Cash,1955,http://open.spotify.com/track/7BuR7aWjwtMnejLYeh8FZk
People_and_places,King_of_Bongo,Manu_Chao,1998,
People_and_places,Georgia_on_My_Mind,Ray_Charles,1960,http://open.spotify.com/track/5pnvs9jplQQE7uxdyHhTta
People_and_places,Lonely_Avenue,Ray_Charles,1956,http://open.spotify.com/track/43mBBdRU6GfinobxcDyufp
People_and_places,LA_Freeway,Guy_Clark,1975,http://open.spotify.com/track/0FIn08OKKHVRSFJfm6QBmS
People_and_places,London_Calling,The_Clash,1979,http://open.spotify.com/track/6UxHw23oizTlIyolc4Alaz
People_and_places,Many_Rivers_to_Cross,Jimmy_Cliff,1969,http://open.spotify.com/track/1dr5J5vp2lomzdDPcv4CvG
People_and_places,Riot_in_Cell_Block_#9,The_Coasters,1954,http://open.spotify.com/track/5Hl3bPQuASTEb4t3GxhlkI
People_and_places,Chelsea_Hotel_#2,Leonard_Cohen,1974,http://open.spotify.com/track/48WhdGNxaxHMdRxs11ampi
People_and_places,First_We_Take_Manhattan,Leonard_Cohen,1988,http://open.spotify.com/track/6C7z72JkQtC08oKYLsz791
People_and_places,The_Banks_of_the_Sweet_Primroses,Shirley_Collins,1967,
People_and_places,Taxes_on_the_Farmer_Feeds_Us_All,Ry_Cooder,1972,
People_and_places,Chain_Gang,Sam_Cooke,1960,http://open.spotify.com/track/2v3StB7FS2bUZNSWWInRN7
People_and_places,Brother_Can_You_Spare_a_Dime?,Bing_Crosby,1932,http://open.spotify.com/track/2Ei1sEtJU0ENRvk3sKZx0X
People_and_places,Beyond_the_Sea,Bobby_Darin,1959,http://open.spotify.com/track/1xeEkk0av46GZ4Ztq1dUEM
People_and_places,Mack_the_Knife_,Bobby_Darin,1959,http://open.spotify.com/track/35hKX7JI7gvQ0oKna8895l
People_and_places,007_(Shanty_Town),Desmond_Dekker,1967,http://open.spotify.com/track/7hwvbkchjTc5JXEZ4xmQX7
People_and_places,Geno,Dexys_Midnight_Runners,1980,http://open.spotify.com/track/7gb626DDDHoiuVAGZEnlJk
People_and_places,Roadrunner,Bo_Diddley,1960,http://open.spotify.com/track/0D98Qv08oIWYoSgVigHy9a
People_and_places,The_Wanderer,Dion,1961,http://open.spotify.com/track/0tk8p69r1Ed2OuqiXxHdAQ
People_and_places,Sunny_Goodge_Street,Donovan,1965,http://open.spotify.com/track/0W0WuexnXG8xdSnTIHKnrQ
People_and_places,Black_and_White_Town,Doves,2005,http://open.spotify.com/track/1RJxjF2aOMi1JLJ9K2PUJj
People_and_places,On_Broadway,The_Drifters,1963,http://open.spotify.com/track/1rDBmONfSiBaJJGqDH2OH5
People_and_places,Billericay_Dickie,Ian_Dury,1977,
People_and_places,Ballad_of_a_Thin_Man,Bob_Dylan,1965,http://open.spotify.com/track/3Xbr9UqRIgo5I9Wna9sofg
People_and_places,Blind_Willie_McTell,Bob_Dylan,1991,http://open.spotify.com/track/2HT5jSAGQtNJ6nM8dhvrng
People_and_places,Like_a_Rolling_Stone,Bob_Dylan,1965,http://open.spotify.com/track/4hR2PmKODnlFa5fe8iWzeo
People_and_places,The_Mountain,Steve_Earle,1999,
People_and_places,Station_Approach,Elbow,2005,
People_and_places,Leave_the_Capitol,The_Fall,1981,
People_and_places,Sin_City,The_Flying_Burrito_Brothers,1969,http://open.spotify.com/track/79eJ1pa0yAAFlloGPizz8W
People_and_places,Solsbury_Hill,Peter_Gabriel,1977,
People_and_places,Green_Fields,The_Good__the_Bad_and_the_Queen,2007,
People_and_places,Over_the_Rainbow,Judy_Garland,1939,http://open.spotify.com/track/1jNQ6e4Mze7QA3hPWbTv3B
People_and_places,Do_Re_Mi,Woody_Guthrie,1940,http://open.spotify.com/track/2IsUkc97tIzMBQg67y3lVP
People_and_places,Big_City,Merle_Haggard,1981,http://open.spotify.com/track/2a57riblxsqxe1lV33JDTf
People_and_places,Tribute_to_Hank_Williams,Tim_Hardin,1967,http://open.spotify.com/track/7EIObUsjH82rWe34Alrou9
People_and_places,Boulder_to_Birmingham,Emmylou_Harris_,1975,http://open.spotify.com/track/3PAnJueYX2pM8Ig0xSnkbI
People_and_places,Coles_Corner,Richard_Hawley,2005,http://open.spotify.com/track/5kGdayTmguCAZP87F56DUg
People_and_places,Just_Like_Eddie,Heinz,1963,http://open.spotify.com/track/3anKfvDNqW7dYBDEbmKzIn
People_and_places,Down_in_the_Tube_Station_at_Midnight,The_Jam,1978,http://open.spotify.com/track/3pmY0mjzWegSxdMPwYZwSj
People_and_places,So_What_(Miles),Eddie_Jefferson,1961,http://open.spotify.com/track/0PCrDhGtjxU660QHLUHYYc
People_and_places,Me_and_Bobby_McGee,Janis_Joplin,1971,http://open.spotify.com/track/6K81RptJZZaeEkqiV6kpyv
People_and_places,Cross_Road_Blues,Robert_Johnson,1936,
People_and_places,Choo_Choo_Châ€™Boogie,Louis_Jordan_and_His_Tympany_Five,1946,http://open.spotify.com/track/1bPpdLPZIi24zchWIGkI3H
People_and_places,Spanish_Harlem,Ben_E_King,1961,http://open.spotify.com/track/3UCmuRdeTriWgOZMEJsfqZ
People_and_places,(Get_Your_Kicks_On)_Route_66,Nat_King_Cole,1946,http://open.spotify.com/track/3k0jloXIBRigk9z7TSxr48
People_and_places,Dead_End_Street,The_Kinks,1966,http://open.spotify.com/track/2qYhnsUIiu31svhUA5yGZD
People_and_places,The_Village_Green_Preservation_Society,The_Kinks,1968,
People_and_places,Waterloo_Sunset,The_Kinks,1967,http://open.spotify.com/track/2nlvl52hnkBMoWPmWChXM8
People_and_places,London_is_the_Place_For_Me,Lord_Kitchener,1951,
People_and_places,Trans-Europe_Express,Kraftwerk,1977,http://open.spotify.com/track/0E4dDQtMRsh2hil3J9hTMj
People_and_places,Ramblinâ€™_Man_,Lemon_Jelly,2002,http://open.spotify.com/track/6gZy5D9PMscYWMM1VdvZZx
People_and_places,Kentucky,The_Louvin_Brothers,1956,http://open.spotify.com/track/15GmkMpAv2Q3txQLW2c1nZ
People_and_places,Sweet_Home_Alabama,Lynyrd_Skynyrd,1974,http://open.spotify.com/track/1KZ1hkR3lxhIRW57sPaY07
People_and_places,California_Dreaminâ€™,The_Mamas_and_the_Papas,1965,http://open.spotify.com/track/1pxO7IS622Q8DQJ7uK7JRt
People_and_places,No_Woman__No_Cry,Bob_Marley_and_the_Wailers,1974,http://open.spotify.com/track/2Fl520GM5Pq1yCxSruf3gj
People_and_places,Things_Are_Worse_in_Russia,Sam_Mayo,1922,
People_and_places,Vincent,Don_McLean,1971,http://open.spotify.com/track/6b2rn4db84W8Ntz66LHi53
People_and_places,Me_and_My_Chauffeur_Blues,Memphis_Minnie,1941,http://open.spotify.com/track/1BrAqEZyBw7t4Qk5LdPq7w
People_and_places,Stack_Oâ€™_Lee,Mississippi_John_Hurt,1928,http://open.spotify.com/track/2s4dwHpeGqoXNUXoyXyG1O
People_and_places,Diamonds_Are_a_Girlâ€™s_Best_Friend,Marilyn_Monroe,1953,http://open.spotify.com/track/0wxF2Ia8RldcEHSlEope7i
People_and_places,Coney_Island,Van_Morrison,1989,http://open.spotify.com/track/51uJPonFb6B4bjVXXIb6oR
People_and_places,On_the_Road_Again,Willie_Nelson,1980,http://open.spotify.com/track/3c4gb10sLoDr3OCoLIKRqm
People_and_places,Cars,Gary_Numan,1979,http://open.spotify.com/track/3CKLPDN1AIOYa7QPpy6oDH
People_and_places,A_Few_Words_in_Defense_of_Our_Country,Randy_Newman,2008,http://open.spotify.com/track/1IWtqdxdgO1ThXjfjXnsSU
People_and_places,Baltimore,Randy_Newman,1977,
People_and_places,I_Love_LA,Randy_Newman,1983,
People_and_places,I_Guess_the_Lord_Must_Be_in_New_York_City,Nilsson,1969,http://open.spotify.com/track/6gu59Q2p1Zkx2jkMdJYO1X
People_and_places,Blue_Bayou,Roy_Orbison,1963,http://open.spotify.com/track/5GdSlf0Of1E67soyYauE1i
People_and_places,Domino,Roy_Orbison,1956,http://open.spotify.com/track/12NYyFxVvXaa8XIZEErs2D
People_and_places,Bruton_Town,Pentangle,1968,http://open.spotify.com/track/2pqiemaVZ6QjRYH5cPCfax
People_and_places,Kingâ€™s_Cross,Pet_Shop_Boys,1987,
People_and_places,West_End_Girls,Pet_Shop_Boys,1985,http://open.spotify.com/track/5Dqik1P9toCJTLj5rEm78s
People_and_places,Mustang_Sally,Wilson_Pickett,1966,http://open.spotify.com/track/2AbmCE9mLpaVMyQeyvlgHN
People_and_places,Shine_on_You_Crazy_Diamond,Pink_Floyd,1975,
People_and_places,Dirty_Old_Town,The_Pogues,1985,http://open.spotify.com/track/7IMYW63MR1U33kX7LOecPl
People_and_places,Rainy_Night_in_Soho,The_Pogues,1985,http://open.spotify.com/track/6vSHxP7R5Ml9zqyO2JM5v9
People_and_places,Heartbreak_Hotel,Elvis_Presley,1956,http://open.spotify.com/track/4YpAvti84hmMqJwnAYawt5
People_and_places,Somewhere,PJ_Proby,1964,http://open.spotify.com/track/5lz5nAO1HA7nntRU5k0IzH
People_and_places,Common_People,Pulp,1995,http://open.spotify.com/track/3gc4sAYBuZDhbFfnauPqOf
People_and_places,Bright_Lights__Big_City,Jimmy_Reed,1961,http://open.spotify.com/track/3uNEUuL8U3RqHVyhiuD6DY
People_and_places,Berlin,Lou_Reed,1973,
People_and_places,Roadrunner,Jonathan_Richman_and_the_Modern_Lovers,1972,
People_and_places,Harper_Valley_PTA,Jeannie_C_Riley_,1968,http://open.spotify.com/track/0nAHjZ9TJ6h4Hpy8lxlP6u
People_and_places,T_for_Texas,Jimmie_Rodgers,1928,http://open.spotify.com/track/5pOTmneH4pTmhxaSLtrTM0
People_and_places,Moonlight_Mile,The_Rolling_Stones,1971,http://open.spotify.com/track/19syRYigiBrdGj5HUqBjzx
People_and_places,Ruby_Tuesday,The_Rolling_Stones,1967,http://open.spotify.com/track/5dv34fSvGLhCaPNjiytAva
People_and_places,Jenny_Take_a_Ride_,Mitch_Ryder_and_the_Detroit_Wheels,1965,http://open.spotify.com/track/5mgDZhN7E1nau6ZH2ENmUH
People_and_places,Chancery_Lane,Bim_Sherman,1978,
People_and_places,Graceland,Paul_Simon,1986,http://open.spotify.com/track/0aeaKHM4KCULhqKk4QZzjT
People_and_places,The_Late_Great_Johnny_Ace,Paul_Simon,1983,http://open.spotify.com/track/5ach2WWI5RD1FOjDArNlRh
People_and_places,Homeward_Bound,Simon_and_Garfunkel,1966,http://open.spotify.com/track/0MhdnZTAPZmdEWa3alX8eM
People_and_places,Mrs_Robinson,Simon_and_Garfunkel,1968,http://open.spotify.com/track/6J1sj9dcEM91H80NIz1Gpo
People_and_places,New_York__New_York,Frank_Sinatra,1980,http://open.spotify.com/track/4tMPwjAb9FYZ2HHgXj24LU
People_and_places,Jackson,Nancy_Sinatra_and_Lee_Hazlewood,1967,http://open.spotify.com/track/56LjYK1rKum8m1L7aIdfm4
People_and_places,Born_to_Run,Bruce_Springsteen,1975,http://open.spotify.com/track/3JlWTo11ustqpPS1V7Jivs
People_and_places,Up_the_Junction,Squeeze,1979,http://open.spotify.com/track/1zWLu0Glg7glW6ulCfDbeN
People_and_places,Rank_Stranger,The_Stanley_Brothers,1950,http://open.spotify.com/track/1AkjPhgexQuQkeJpB3sS5E
People_and_places,Born_to_Be_Wild,Steppenwolf,1968,http://open.spotify.com/track/78OcvMkLFsRp5AJsRexfPX
People_and_places,The_Boys_Are_Back_in_Town,Thin_Lizzy,1976,http://open.spotify.com/track/3w7SMX2L4Tx6GAR8cr5H5L
People_and_places,54-46_(Thatâ€™s_My_Number),Toots_and_the_Maytals,1968,http://open.spotify.com/track/0KVxbnJ6OfDj6P47KogYo7
People_and_places,Snowinâ€™_on_Raton,Townes_Van_Zandt,1987,
People_and_places,My_Perfect_Cousin,The_Undertones,1980,http://open.spotify.com/track/2YGzQWJGukgL3eXslK1okj
People_and_places,In_the_Neighbourhood,Tom_Waits,1983,
People_and_places,Johnsburg__Illinois,Tom_Waits,1983,http://open.spotify.com/track/1Opgvak0Qc2kyLVLFbuu1V
People_and_places,Do_You_Know_the_Way_to_San_JosÃ©,Dionne_Warwick,1968,http://open.spotify.com/track/3lVRhqxAiipuI4kPz4TF5W
People_and_places,Wild_Wood,Paul_Weller,1993,http://open.spotify.com/track/6YV6egaDLNWSxHenzsWE1y
People_and_places,Living_for_the_City,Stevie_Wonder,1973,http://open.spotify.com/track/1XtEFMgU5u5yHa5N4GxIbA
People_and_places,Master_Blaster_(Jammin),Stevie_Wonder,1980,http://open.spotify.com/track/3Q5K3AUwRshY9TSXxRk3IW
Sex,Try_Again,Aaliyah,2000,http://open.spotify.com/track/2CM7CAL7aJ5WkPU0oGbA96
Sex,Gimme!_Gimme!_Gimme!_(A_Man_After_Midnight),Abba,1979,http://open.spotify.com/track/2TjNlK2tNBxF8C8RIaK9Gb
Sex,You_Shook_Me_All_Night_Long,AC/DC,1980,
Sex,Love_in_an_Elevator,Aerosmith,1989,http://open.spotify.com/track/1SDr4rc6YRpaLDkJURW3sY
Sex,Smile,Lily_Allen,2006,http://open.spotify.com/track/1elLIGWtTXFm5NSRHDa4w1
Sex,When_The_Sun_Goes_Down,Arctic_Monkeys,2006,http://open.spotify.com/track/2iuIqCjjPKg3DYwHHAo0kJ
Sex,Come_Again,Au_Pairs,1981,
Sex,Another_Girl,The_Beatles,1965,
Sex,Norwegian_Wood_(This_Â BirdÂ Has_Flown),The_Beatles,1965,
Sex,My_Ding-a-Ling,Chuck_Berry,1972,http://open.spotify.com/track/2x54atSzwJO7zngKHdePjb
Sex,Kangaroo,Big_Star,1978,
Sex,Je_Tâ€™Aime_..._Moi_Non_Plus,Jane_Birkin_and_Serge_Gainsbourg,1969,
Sex,Girls_and_Boys,Blur,1994,http://open.spotify.com/track/3Y23PZn79fu2uaefLBCJyz
Sex,Tent,Bonzo_Dog_Doo-Dah_Band,1969,http://open.spotify.com/track/1Iv81TnJcanYzk4uyewcNi
Sex,Cruisinâ€™_the_Streets,Boys_Town_Gang,1981,
Sex,Get_Up_(I_Feel_Like_Being_a)_Sex_Machine,James_Brown,1970,http://open.spotify.com/track/5uCdgBAqYPWQ2HGpJVGAeD
Sex,Get_On_Top,Tim_Buckley,1972,http://open.spotify.com/track/2OqesAvEfzM5KvBHhRlz5l
Sex,Orgasm_Addict,Buzzcocks,1977,http://open.spotify.com/track/4iUvyJkurdF6iDzdY4Z4al
Sex,Triad,The_Byrds,1968,http://open.spotify.com/track/3Vcbq1XGXbvwXT9wC4XJjj
Sex,High_Fidelity_,Elvis_Costello_and_the_Attractions,1980,http://open.spotify.com/track/0FKPuEwGl4zunq0HKcoxQ5
Sex,I_Want_You,Elvis_Costello_and_the_Attractions,1986,http://open.spotify.com/track/4LBnvKaSC9RqnFYA0LDIGt
Sex,Letâ€™s_Make_Love_and_Listen_to_Death_from_Above,CSS,2006,http://open.spotify.com/track/4Cz17oLEdM9MY5BYtd0S2N
NA,,,NA,
Sex,Brown_Sugar,Dâ€™Angelo,1995,http://open.spotify.com/track/3tyUh8UpK0PVu00AjbP1UG
Sex,Say_My_Name,Destinyâ€™s_Child,1999,http://open.spotify.com/track/2gSyc23Hua25fqSFpgAh6W
Sex,Come_On_Eileen,Dexys_Midnight_Runners,1982,http://open.spotify.com/track/7L1h8TN56ynoes6aZ4kNs2
Sex,I_Touch_Myself,Divinyls,1991,http://open.spotify.com/track/6oNvmplQGUkmAh441Teows
Sex,Wake_Up_and_Make_Love_With_Me,Ian_Dury_and_the_Blockheads,1977,
Sex,I_Want_You,Bob_Dylan,1966,http://open.spotify.com/track/6hMr51jPiGsyI16VfO8wmO
Sex,Lay_Lady_Lay,Bob_Dylan,1969,http://open.spotify.com/track/6wo0JCftDQbbo9nsGKLzk2
Sex,Lyinâ€™_Eyes,The_Eagles,1975,
Sex,Stutter,Elastica,1993,http://open.spotify.com/track/6R8t6SQX1692z5S112XMkJ
Sex,Vaseline,Elastica,1995,http://open.spotify.com/track/3CFreeQN3KprsAO9Io0MpP
Sex,Whoâ€™s_That_Girl?,Eurythmics,1983,http://open.spotify.com/track/0qO7FkKWdHPc1Si1Z2nLZm
Sex,Stay_With_Me,The_Faces,1971,http://open.spotify.com/track/6qpWQy2fQy7X0jJTg7UoiO
Sex,Passion,The_Flirts,1982,
Sex,Relax,Frankie_Goes_to_Hollywood,1983,
Sex,Sledgehammer,Peter_Gabriel,1986,
Sex,Letâ€™s_Get_It_On,Marvin_Gaye,1973,http://open.spotify.com/track/5qAV9Xmezj2Fb2cUkZCKqS
Sex,Sexual_Healing,Marvin_Gaye,1982,http://open.spotify.com/track/6PctvwtmRSIwmTc4HtBzJT
Sex,Fancy,Bobbie_Gentry,1969,http://open.spotify.com/track/6aarvZBVzYo3sp4NYOBqCp
Sex,No_Pussy_Blues,Grinderman,2007,http://open.spotify.com/track/7hdfYPz4MaEcAH97E0S6vW
Sex,Bobâ€™s_Yer_Uncle,Happy_Mondays,1990,http://open.spotify.com/track/7p9Dw7RS1uTJubzRGRGHLV
Sex,The_Man_That_I_Am_With_My_Man,The_Hidden_Cameras,2003,http://open.spotify.com/track/4O1lOLB77K8jOilQOYnULt
Sex,You_Sexy_Thing,Hot_Chocolate,1975,http://open.spotify.com/track/3FJ86KB6nSQ1vTJbupZmmv
Sex,Saving_All_My_Love_for_You,Whitney_Houston,1985,http://open.spotify.com/track/0659KEGBXXfDy2pbCtZ9Wd
Sex,Between_the_Sheets,The_Isley_Brothers,1983,http://open.spotify.com/track/0RBg0YkVr7B6PGgK13PUhw
Sex,Summer_(The_First_Time),Millie_Jackson,1974,
Sex,Fujiyama_Mama,Wanda_Jackson,1957,http://open.spotify.com/track/56xQ4YLqsIZ4Kc6R3WEHAx
Sex,I_Just_Want_to_Make_Love_toÂ You,Etta_James,1961,http://open.spotify.com/track/7A96l8P8UmFPhdu7pQ8SMe
Sex,Super_Freak,Rick_James,1981,http://open.spotify.com/track/00FCfK15gIqylm8xeO4pjx
Sex,Crimson_and_Clover,Tommy_James_and_the_Shondells,1968,http://open.spotify.com/track/1vXuYPpkLjn1v06E2EsWQY
Sex,Pull_Up_to_the_Bumper,Grace_Jones,1981,http://open.spotify.com/track/3nkuemN1DlyHYZCk5eZYLn
Sex,Milkshake,Kelis,2003,http://open.spotify.com/track/2cMTIlktg3M9mXYqCPqw1J
Sex,Ignition_(Remix),R_Kelly,2003,http://open.spotify.com/track/7uN7snLDoM1WTmMcTxNreb
Sex,Khia,My_Neck__My_Back_(Lick_It),2002,http://open.spotify.com/track/0XPLAWXQ03Tlk94CltCj9S
Sex,I_Feel_the_Earth_Move,Carole_King,1971,http://open.spotify.com/track/437fpvkvab2A1kyZWr99u1
Sex,Sex_On_Fire,Kings_of_Leon,2008,http://open.spotify.com/track/395C2pn0PdOYPzM4B1jLoO
Sex,Black_Diamond,Kiss,1974,http://open.spotify.com/track/6ChyfMvHeIdX7vaNR249AK
Sex,Lady_Marmalade,Labelle,1974,http://open.spotify.com/track/3xqe6BzisHN08DOYYqTcsh
